CATALOG_ID,SEED,CLASS,SHIP_TYPE,MCR_PERCENT,CRUISING_SPEED_KT,ROTACIONAL_FREQUENCY,LENGTH_M,DRAFT_M,N_BLADES,N_SHAFTS,NB_LOWER,NB_MEDIUM,NB_GREATER,NB_ISOLATED,NB_OSCILLATING,NB_concentrated
913,955,Cargo,vehicle_carrier,0.78,19.0,60.0,183.0,6.66,6,1,0.93,0.0,0.17,0.07,0.07,0.0
914,956,Cargo,tanker,0.85,10.23,147.0,279.0,9.0,5,1,0.54,0.14,0.0,0.0,0.0,0.07
915,957,Service,recreational,0.67,18.0,114.0,33.0,2.0,4,1,0.25,0.0,0.15,0.09,0.0,0.19
916,958,Cargo,vehicle_carrier,0.77,18.0,55.0,180.0,5.81,6,1,0.86,0.0,0.13,0.03,0.03,0.0
917,959,Cargo,tanker,0.82,9.4,150.0,284.0,9.0,5,1,0.49,0.09,0.0,0.0,0.0,0.05
918,960,Cargo,tanker,0.81,9.05,147.0,278.0,9.0,5,1,0.48,0.08,0.0,0.0,0.0,0.04
919,961,Service,dredger,0.81,11.0,187.0,152.0,6.0,4,1,0.03,0.26,0.0,0.0,0.0,0.0
920,962,Service,fishing,0.55,9.0,156.0,24.0,3.0,4,1,0.03,0.0,0.03,0.03,0.03,0.23
921,963,Service,tug,0.8,9.0,254.0,34.0,6.0,6,1,0.3,0.2,0.0,0.2,0.3,0.2
922,964,Cargo,bulker,0.79,12.0,125.0,281.0,11.65,6,1,0.27,0.08,0.0,0.0,0.18,0.0
923,965,Service,tug,0.72,8.0,234.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.15,0.12
924,966,Cargo,bulker,0.72,10.0,51.0,179.0,7.67,4,1,0.11,0.0,0.0,0.0,0.1,0.0
925,967,Cargo,containership,0.75,16.0,105.0,187.0,7.0,6,1,0.5,0.0,0.0,0.0,0.0,0.0
926,968,Service,fishing,0.66,6.0,191.0,21.0,2.0,3,1,0.08,0.0,0.08,0.08,0.08,0.28
927,969,Cargo,tanker,0.81,9.01,147.0,278.0,9.0,5,1,0.48,0.08,0.0,0.0,0.0,0.04
928,970,Service,recreational,0.72,17.0,109.0,32.0,2.0,4,1,0.28,0.0,0.18,0.17,0.0,0.27
929,971,Cargo,bulker,0.74,11.0,58.0,208.0,8.82,6,1,0.15,0.03,0.0,0.0,0.13,0.0
930,972,Service,tug,0.77,7.0,227.0,35.0,6.0,4,1,0.27,0.17,0.0,0.17,0.25,0.17
931,973,Cargo,tanker,0.77,8.12,139.0,129.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.02
932,974,Cargo,bulker,0.79,11.0,60.0,290.0,12.02,6,1,0.28,0.09,0.0,0.0,0.19,0.0
933,975,Cargo,bulker,0.76,11.0,65.0,238.0,9.97,6,1,0.2,0.05,0.0,0.0,0.15,0.0
934,976,Service,dredger,0.83,12.0,162.0,174.0,5.0,4,1,0.04,0.28,0.0,0.0,0.0,0.0
935,977,Cargo,bulker,0.77,12.0,70.0,255.0,10.65,4,1,0.23,0.06,0.0,0.0,0.16,0.0
936,978,Service,recreational,0.75,16.0,118.0,34.0,2.0,4,1,0.3,0.0,0.2,0.2,0.0,0.3
937,979,Service,fishing,0.59,12.0,169.0,27.0,3.0,4,1,0.05,0.0,0.05,0.05,0.05,0.25
938,980,Service,recreational,0.66,18.0,113.0,33.0,2.0,4,1,0.24,0.0,0.14,0.09,0.0,0.19
939,981,Cargo,vehicle_carrier,0.8,17.0,53.0,177.0,7.29,6,1,0.98,0.0,0.19,0.09,0.09,0.0
940,982,Cargo,tanker,0.83,9.52,138.0,126.0,10.0,4,1,0.5,0.1,0.0,0.0,0.0,0.05
941,983,Service,fishing,0.63,11.0,182.0,30.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
942,984,Service,dredger,0.83,12.0,200.0,172.0,6.0,4,1,0.04,0.96,0.0,0.0,0.0,0.0
943,985,Service,fishing,0.57,10.0,161.0,25.0,3.0,4,1,0.03,0.0,0.03,0.03,0.03,0.23
944,986,Service,fishing,0.52,6.0,147.0,21.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
945,987,Service,tug,0.75,7.0,254.0,34.0,6.0,4,1,0.25,0.15,0.0,0.15,0.21,0.15
946,988,Service,fishing,0.69,9.0,200.0,24.0,3.0,4,1,0.1,0.0,0.1,0.1,0.1,0.3
947,989,Service,dredger,0.84,12.0,130.0,80.0,4.0,4,1,0.04,0.98,0.0,0.0,0.0,0.0
948,990,Service,recreational,0.72,15.0,116.0,34.0,2.0,4,1,0.28,0.0,0.18,0.16,0.0,0.26
949,991,Service,fishing,0.53,7.0,149.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
950,992,Cargo,containership,0.75,13.0,56.0,145.0,9.0,6,1,0.5,0.0,0.0,0.0,0.0,0.0
951,993,Cargo,tanker,0.76,7.75,136.0,123.0,6.0,4,1,0.41,0.01,0.0,0.0,0.0,0.01
952,994,Service,fishing,0.69,7.0,200.0,22.0,2.0,3,1,0.09,0.0,0.09,0.09,0.09,0.29
953,995,Cargo,tanker,0.78,8.23,140.0,131.0,7.0,4,1,0.44,0.04,0.0,0.0,0.0,0.02
954,996,Cargo,containership,0.75,15.0,103.0,316.0,13.0,6,1,0.48,0.0,0.0,0.0,0.0,0.0
955,997,Cargo,containership,0.72,15.0,103.0,179.0,13.0,6,1,0.39,0.0,0.0,0.0,0.0,0.0
956,998,Cargo,tanker,0.77,8.16,140.0,130.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.02
957,999,Cargo,bulker,0.78,12.0,124.0,275.0,11.41,4,1,0.26,0.08,0.0,0.0,0.18,0.0
958,1000,Cargo,vehicle_carrier,0.79,19.0,56.0,183.0,6.94,6,1,0.96,0.0,0.18,0.08,0.08,0.0
959,1001,Service,tug,0.78,7.0,223.0,30.0,4.0,4,1,0.28,0.18,0.0,0.18,0.26,0.18
960,1002,Cargo,bulker,0.76,12.0,66.0,241.0,10.1,6,1,0.2,0.05,0.0,0.0,0.15,0.0
961,1003,Cargo,bulker,0.76,11.0,65.0,238.0,9.99,6,1,0.2,0.05,0.0,0.0,0.15,0.0
962,1004,Service,recreational,0.66,18.0,113.0,33.0,2.0,4,1,0.24,0.0,0.14,0.08,0.0,0.18
963,1005,Service,tug,0.75,10.0,250.0,33.0,5.0,6,1,0.25,0.15,0.0,0.15,0.2,0.15
964,1006,Service,tug,0.73,9.0,242.0,32.0,5.0,6,1,0.23,0.13,0.0,0.13,0.17,0.13
965,1007,Cargo,bulker,0.79,10.0,51.0,284.0,11.78,4,1,0.27,0.09,0.0,0.0,0.19,0.0
966,1008,Service,fishing,0.6,12.0,173.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
967,1009,Service,recreational,0.63,16.0,105.0,31.0,2.0,4,1,0.22,0.0,0.12,0.04,0.0,0.14
968,1010,Service,recreational,0.7,16.0,119.0,35.0,2.0,4,1,0.27,0.0,0.17,0.13,0.0,0.23
969,1011,Cargo,containership,0.72,14.0,100.0,166.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
970,1012,Service,dredger,0.78,8.0,163.0,113.0,5.0,4,1,0.02,0.23,0.0,0.0,0.0,0.0
971,1013,Service,tug,0.79,10.0,251.0,33.0,5.0,6,1,0.29,0.19,0.0,0.19,0.28,0.19
972,1014,Cargo,bulker,0.76,12.0,66.0,240.0,10.08,4,1,0.2,0.05,0.0,0.0,0.15,0.0
973,1015,Cargo,containership,0.71,12.0,53.0,133.0,7.0,6,1,0.32,0.0,0.0,0.0,0.0,0.0
974,1016,Cargo,tanker,0.8,8.96,146.0,277.0,8.0,5,1,0.47,0.07,0.0,0.0,0.0,0.04
975,1017,Cargo,vehicle_carrier,0.77,19.0,57.0,185.0,6.2,6,1,0.9,0.0,0.15,0.05,0.05,0.0
976,1018,Service,dredger,0.79,9.0,170.0,120.0,5.0,4,1,0.02,0.24,0.0,0.0,0.0,0.0
977,1019,Service,dredger,0.75,6.0,124.0,74.0,4.0,4,1,0.0,0.2,0.0,0.0,0.0,0.0
978,1020,Service,dredger,0.76,6.0,134.0,84.0,4.0,4,1,0.01,0.95,0.0,0.0,0.0,0.0
979,1021,Service,recreational,0.68,16.0,116.0,34.0,2.0,4,1,0.25,0.0,0.15,0.11,0.0,0.21
980,1022,Cargo,tanker,0.77,8.03,139.0,128.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.01
981,1023,Service,dredger,0.8,9.0,182.0,132.0,5.0,4,1,0.02,0.25,0.0,0.0,0.0,0.0
982,1024,Cargo,tanker,0.87,10.69,135.0,121.0,6.0,4,1,0.56,0.16,0.0,0.0,0.0,0.08
983,1025,Service,fishing,0.54,8.0,153.0,23.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
984,1026,Service,dredger,0.75,6.0,123.0,73.0,4.0,4,1,0.0,0.95,0.0,0.0,0.0,0.0
985,1027,Cargo,vehicle_carrier,0.75,16.0,50.0,170.0,5.05,6,1,0.8,0.0,0.1,0.0,0.0,0.0
986,1028,Cargo,tanker,0.82,9.35,149.0,283.0,9.0,5,1,0.49,0.09,0.0,0.0,0.0,0.05
987,1029,Cargo,tanker,0.84,9.92,144.0,139.0,10.0,5,1,0.52,0.12,0.0,0.0,0.0,0.06
988,1030,Cargo,vehicle_carrier,0.8,16.0,50.0,171.0,7.39,6,1,0.99,0.0,0.2,0.1,0.1,0.0
989,1031,Service,dredger,0.82,11.0,193.0,159.0,6.0,4,1,0.04,0.27,0.0,0.0,0.0,0.0
990,1032,Cargo,vehicle_carrier,0.77,19.0,56.0,182.0,5.97,6,1,0.88,0.0,0.14,0.04,0.04,0.0
991,1033,Cargo,tanker,0.89,11.33,141.0,133.0,7.0,4,1,0.59,0.19,0.0,0.0,0.0,0.1
992,1034,Cargo,vehicle_carrier,0.79,16.0,50.0,171.0,7.06,6,1,0.96,0.0,0.18,0.08,0.08,0.0
993,1035,Cargo,tanker,0.86,10.54,149.0,282.0,9.0,5,1,0.55,0.15,0.0,0.0,0.0,0.08
994,1036,Cargo,tanker,0.81,9.16,148.0,280.0,9.0,5,1,0.48,0.08,0.0,0.0,0.0,0.04
995,1037,Service,fishing,0.52,6.0,145.0,21.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
996,1038,Cargo,bulker,0.73,10.0,53.0,189.0,8.06,4,1,0.12,0.01,0.0,0.0,0.11,0.0
997,1039,Cargo,tanker,0.85,10.2,140.0,131.0,7.0,4,1,0.54,0.14,0.0,0.0,0.0,0.07
998,1040,Service,dredger,0.78,8.0,159.0,109.0,5.0,4,1,0.02,0.23,0.0,0.0,0.0,0.0
999,1041,Cargo,containership,0.72,15.0,103.0,176.0,13.0,6,1,0.39,0.0,0.0,0.0,0.0,0.0
